"SKU_","Description","Price_EX","AvailableStock","Category_Code","Category_Description","Group","Brand"
"30210040","AEROSOL AIR DUSTER",113.5500,0.00,"FEL","COMPUTER CLEANING PRODUCTS","CLEAN","COMPUTACARE"
"305A TONER","305A BLACK TONER",318.6700,0.00,"PRC","PRINTER CONSUMABLES","",""
"31010029400","GENIUS DX-120 USB TYPE C MOUSE",84.6200,0.00,"MS","MOUSE","GENIUS","GENIUS"
"31010105100","GENIUS DX120 USB MOUSE",85.3400,0.00,"MS","MOUSE","WIRED","GENIUS"
"31010116100","GENIUS DX110 USB WIRED MOUSE",85.3400,1.00,"MS","MOUSE","WIRED","GENIUS"
"31030017400","GENIUS NX7005 WIRELESS BLACK MOUSE",145.8500,0.00,"MS","MOUSE","W_LESS","GENIUS"
"31030017401","GENIUS WIRELESS OP NX7005 WHITE MOUSE",146.1200,1.00,"MS","MOUSE","W_LESS","GENIUS"
"31030017403","GENIUS MM USB OP NX-7005 RED",145.6700,0.00,"MS","MOUSE","W_LESS","GENIUS"
"31030025400","GENIUS USB WL OP NX-8000S BLACK",187.4600,1.00,"MS","MOUSE","W_LESS","GENIUS"
"31030025401","GENIUS USB WL OP NX-8000S RED",185.4000,4.00,"MS","MOUSE","W_LESS","GENIUS"
"31030035400","GENIUS WIRELESS NX-8000S MOUSE",203.6000,1.00,"MS","MOUSE","W/LESS","GENIUS"
"31030037400","GENIUS MOUSE USB ERGO 8300S BLACK",292.8100,0.00,"MS","MOUSE","","GENIUS"
"31030040404","GENIUS 8100S WIRELESS MOUSE",287.7900,0.00,"MS","MOUSE","W/LESS","GENIUS"
"31030127101","GENIUS NX7005 WIRELESS BLACK MOUSE",173.6300,0.00,"MS","MOUSE","W_LESS","GENIUS"
"31030127103","GENIUS MM USB WL OP NX-7005 RED",166.2700,0.00,"MS","MOUSE","W_LESS","GENIUS"
"31130001400","GENIUS MOUSEPEN I608 PEN+MOUSE",1174.2000,0.00,"MS","MOUSE","POINT","GENIUS"
"31250005400","GENUIS PAD MOUSE GX-PAD 300S",275.1400,0.00,"MS","MOUSE","MSPAD","GENIUS"
"31250007400","GENIUS PAD MOUSE G-PAD 800S BLACK",217.7700,0.00,"MS","MOUSE","MSPAD","GENIUS"
"31250009400","GENIUS PAD MOUSE G-PAD 300S BLACK",130.9600,0.00,"MS","MOUSE","MSPAD","GENIUS"
"31250055100","GENIUS GX-SPEED P100 MOUSE PAD",164.8700,0.00,"MS","MOUSE","MSPAD","GENIUS"
"31250056100","GENIUS GX-CONTROL P100 BLACK MOUSEPAD",156.4700,1.00,"MS","MOUSE","MSPAD","GENIUS"
"31300005400","GENIUS USB KB100 SMART BLACK KEYBOARD",145.6700,0.00,"KB","KEYBOARDS","WIRED","GENIUS"
"31300015400","GENIUS USB NUMPAD 100 BLACK",178.5300,0.00,"KB","KEYBOARDS","KEYPAD","GENIUS"
"31300016400","GENIUS USB NUMPAD 110 BLACK",189.1100,1.00,"KB","KEYBOARDS","NUMPAD","GENIUS"
"31310012402","USB SLIMSTAR 280 BLK KEYBOARD",215.7400,0.00,"KB","KEYBOARDS","WIRED","GENIUS"
"31310013402","GENIUS USB SLIMSTAR 260 KEYBOARD",188.3300,0.00,"KB","KEYBOARDS","WIRED","GENIUS"
"31310016400","GENIUS USB KB-117 BLACK KEYBOARD",163.3300,0.00,"KB","KEYBOARDS","WIRED","GENIUS"
"31310021400","GENIUS USB SLIMSTAR 7230 WIRELESS BLACK",276.6300,0.00,"KB","KEYBOARDS","WIRED","GENIUS"
"31310049400","GENIUS KB-100X CLASSIC KEYBOARD",164.2900,0.00,"KB","KEYBOARDS","","GENIUS"
"31310053400","GENIUS KEYBOARD KB-700 ERGO + PALM/REST",613.1300,0.00,"KB","KEYBOARDS","","GENIUS"
"31310055400","GENIUS USB SLIMSTAR 820 COPILOT KEYBOARD",267.2100,0.00,"KB","KEYBOARDS","WIRED","GENIUS"
"31310471100","GENIUS GX K20 BACKLIT GAMING KEYBOARD",531.1900,0.00,"KB","KEYBOARDS","WIRED","GENIUS"
"31310472111","GENIUS KEYBOARD, USB SCORPION K9 BLACK",361.3700,0.00,"KB","KEYBOARDS","WIRED","GENIUS"
"31320002400","GENIUS USB KB7200 WIRELESS KEYBOARD",268.7500,0.00,"KB","KEYBOARDS","W/LESS","GENIUS"
"31320007400","GENIUS KEYBOARD WIRELESS KB-7123 PALM/RE",304.9400,0.00,"KB","KEYBOARDS","","GENIUS"
"31330006401","GENIUS USB KM-170 KEYBOARD/MOUSE COMBO",234.8800,0.00,"COM","KEYBOARD & MOUSE COMBOS","WIRED","GENIUS"
"31330007400","GENIUS USB SLIMSTAR C126 KEYBOARD",287.9500,0.00,"KB","KEYBOARDS","WIRED","GENIUS"
"31340004400","GENIUS USB KM-8100 WIRELESS KB & MOUSE",315.8500,0.00,"COM","KEYBOARD & MOUSE COMBOS","W_LESS","GENIUS"
"31340014400","GENIUS USB KM-8101 WIRELESS KB & MOUSE",322.7300,1.00,"COM","KEYBOARD & MOUSE COMBOS","W/LESS","GENIUS"
"31340017400","GENIUS USB 8206S SILENT WIRELESS COMBO",381.7900,0.00,"COM","KEYBOARD & MOUSE COMBOS","","GENUIS"
"3159U3-SA-CR-BP","ORICO HDD ENCL USB3.0 3.5|MICRO USB3.0",515.3800,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","ENC","ORICO"
"31620002400","GENIUS RACING WHEEL, SPEEDMASTER X2",2573.7100,0.00,"JOY","JOYSTICKS","",""
"31710007400","GENIUS HEADSET HS-G560 BLACK",292.3900,0.00,"HEA","HEADSETS","AUX","GENIUS"
"31710011100","GENIUS HEADSET HS-05A HEADBAND",252.3800,0.00,"HEA","HEADSETS","STEREO","GENIUS"
"31710015400","GENIUS HEADSET, HS-G600V VIBRATION",381.1000,0.00,"HEA","HEADSETS","USB","GENIUS"
"31710021400","GENIUS HEADSET, HS-230U USB HEADBAND",306.0600,0.00,"HEA","HEADSETS","",""
"31710029400","GENIUS HEADSET HS-810BT BLUETOOTH",409.0600,0.00,"HEA","HEADSETS","","GENIUS"
"31710156101","GENIUS HS-04S HEADSET",234.6900,0.00,"HEA","HEADSETS","AUX","GENIUS"
"31730026400","GENIUS SPEAKER, SP-Q180 USB GREY",191.5100,0.00,"MM","MULTIMEDIA/SPEAKERS/POINTERS","USB","GENIUS"
"31730027400","GENIUS SP-Q180 GREY SPEAKER",185.4000,0.00,"MM","MULTIMEDIA/SPEAKERS/POINTERS","USB","GENIUS"
"31730027401","GENIUS SP-Q180 RED SPEAKER",185.6900,0.00,"MM","MULTIMEDIA/SPEAKERS/POINTERS","USB","GENIUS"
"31730027402","GENIUS SP-Q180 ORANGE SPEAKER",164.8000,0.00,"MM","MULTIMEDIA/SPEAKERS/POINTERS","USB","GENIUS"
"31730027403","GENIUS SP-Q180 BLUE SPEAKER",185.4000,0.00,"MM","MULTIMEDIA/SPEAKERS/POINTERS","USB","GENIUS"
"31730029400","GENIUS SPEAKER, SP-HF180",175.7800,0.00,"MM","MULTIMEDIA/SPEAKERS/POINTERS","USB","GENIUS"
"31730052400","GENIUS SP-Q160 MINI USB SPEAKER GREY",287.0300,0.00,"MM","MULTIMEDIA/SPEAKERS/POINTERS","GENIUS","GENIUS"
"31730982100","GENIUS SPK SP-I170 PINK USB",236.2700,1.00,"MM","MULTIMEDIA/SPEAKERS/POINTERS","USB","GENIUS"
"31730983100","GENIUS SPK SP-I170 BLUE USB",236.2700,0.00,"MM","MULTIMEDIA/SPEAKERS/POINTERS","USB","GENIUS"
"32107100","EPSON REAL COLOR 101 ECOTANK BLACK",148.9000,1.00,"GCA","GENERIC CARTRIDGES","INK","EPSON"
"32107101","GENERIC EPSON INK 101 CYAN",63.7300,0.00,"GCA","GENERIC CARTRIDGES","",""
"32107102","GENERIC EPSON 101 MAGENTA INK",63.7300,0.00,"GCA","GENERIC CARTRIDGES","",""
"32107103","GENERIC EPSON 101 YELLOW INK",63.7300,0.00,"GCA","GENERIC CARTRIDGES","",""
"32107104","EPSON REAL COLOR 103 BLACK INK",66.8400,0.00,"PRC","PRINTER CONSUMABLES","INK","EPSON"
"32108000","REAL COLOR COMPATIBLE CANON GI-490 B BOT",63.7300,0.00,"GCA","GENERIC CARTRIDGES","INK","CANON"
"32200002400","GENIUS WEBCAM QCAM 6000 BLACK",563.9200,0.00,"CAM","CAMERAS","720P","GENIUS"
"32200016100","GENIUS WEBCAM 1000X 720P BLACK",329.3700,0.00,"CAM","CAMERAS","720P","GENIUS"
"3220006100","GENIUS WEBCAM, FACECAM 1000X",421.9000,0.00,"CAM","CAMERAS","","GENIUS"
"32590006400","GENIUS CABLE, USB TYPE-C TO TYPE-C",126.5200,0.00,"CAB","CABLES","","GENIUS"
"32LF88","MECER 32'' HD LED PANEL",2937.5000,0.00,"MON","MONITORS/PROJECTORS","","MECER"
"32S5200","TCL 32S5200 HD ANDROID TV 32""",3110.0000,0.00,"MON","MONITORS/PROJECTORS","TV","TCL"
"3410","DELL 3410 I5-10 GEN,SSD 256GB,RAM 8GB",6521.7400,0.00,"ONB","NOTEBOOKS & TABLETS","",""
"34N20ES","HP 255 G8 AMD RYZEN 5 3500U 4GB 1TB",7498.7500,0.00,"ONB","NOTEBOOKS & TABLETS","RYZEN5","HP"
"34WQ650-W","LG MON IPS 34 1080P 100HZ HDMI|DP",6873.7500,0.00,"MON","MONITORS/PROJECTORS","","LG"
"34WR50QC","LG 34"" CURVED ULTRAWIDE MONITOR",7337.5000,0.00,"MON","MONITORS/PROJECTORS","","LG"
"34WR50QK-B.AFB","LG ULTRAWIDE 34'' QHD VA CURVED MONITOR",7573.7500,0.00,"MON","MONITORS/PROJECTORS","MON","LG"
"3548-SB","DESKTOP MULTIFUNCTION SPEAKER",157.1400,1.00,"AC","ACCESSORIES","","M-LINK"
"3588US3-V1-EU-BK-BP","ORICO 3.5 HARDDRIVE ENCL USB3",493.6700,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","LINK","ORICO"
"3588US3-V1-SA-BK-BP","ORICO HDD ENCL USB3.0 3.5 BK",512.2700,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","ENC","ORICO"
"35UTS-SA-BK","ORICO USB3 EXTERNAL HDD-SSD ADAPTER KIT",1205.4800,0.00,"ADA","ADAPTORS","LINK","ORICO"
"384-BCZS","DELL STANDARD FANS FOR R650XC AND R450 C",924.0400,0.00,"FAN","FANS","","DELL"
"385VM70.0002","COUGAR MX410 MESH-G CASES",794.1400,0.00,"CS","CASES","","COUGAR"
"3JA23AE","HP 963 CYAN INK CARTRIDGE",478.1600,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"3JA24AE","HP 963 MAGENTA INK CARTRIDGE",459.7100,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"3JA25AE","HP 963 YELLOW INK CARTRIDGE",471.4200,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"3JA26AE","HP 963 BLACK INK CARTRIDGE",655.1200,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"3JA27AE","HP 963XL CYAN INK CARTRIDGE",774.0400,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"3JA28AE","HP 963XL MAGENTA INK CARTRIDGE",729.4700,0.00,"PRC","PRINTER CONSUMABLES","",""
"3JA29AE","HP 963XL YELLOW INK CARTRIDGE",729.4700,0.00,"PRC","PRINTER CONSUMABLES","",""
"3JA30AE","HP 963XL BLACK INK CARTRIDGE",1049.3500,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"3LF53EA","HP15 15.6 HD CEL N3060 4GB 500GB WIN 10",5064.2900,0.00,"ONB","NOTEBOOKS & TABLETS","","HP"
"3LF71EA","HP PAV 15.6 CORE I5-7300HQ 8GB 1TB 128GB",16347.9500,0.00,"ONB","NOTEBOOKS & TABLETS","CI5",""
"3MAOGNXB.0001","COUGAR ARMOR ONE X GAMING CHAIR",3668.7500,0.00,"CHA","GAMING CHAIRS","","COUGAR"
"3MARBNXB.0001","COUGAR ARMOR BLACK GAMING CHAIR",4312.5000,0.00,"CHA","GAMING CHAIRS","","COUGAR"
"3MSPDNNM.0001","COUGAR SPEED EX M GAMING MOUSEPAD",170.0000,0.00,"MS","MOUSE","","COUGAR"
"3PINTO3","3 PIN BIG TO 3 PIN SMALL ADAPTER",113.6200,0.00,"LP","LIGHTNING PROTECTORS","ADA","MLINK"
"3QT53EA","HP 15 CELERON,4GB,500GB,WIN10HOME",4834.0000,0.00,"ONB","NOTEBOOKS & TABLETS","","HP"
"3SM36","EATON 3S MINI UPS WHITE",919.4800,0.00,"UPS","UNITERRUPTED POWER SUPPLIES","MUPS","EATON"
"3USB01","USB3.0 (M) MBD TO 2 X (M) 0.2CM",92.3100,0.00,"USB","USB DEVICES","",""
"3VJ18EA","HP 250 G6 CEL,N4000,15""NBK,4GB,500GB,WIN",5312.5000,0.00,"ONB","NOTEBOOKS & TABLETS","",""
"3YL77AE","HP 912 CYAN INK CARTRIDGE",217.8400,2.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"3YL78AE","HP 912 MAGENTA INK CARTRIDGE",217.9200,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"3YL79AE","HP 912 YELLOW INK CARTRIDGE",215.0500,1.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"3YL80AE","HP 912 BLACK INK CARTRIDGE",350.5100,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"3YL81AE","HP 912XL CYAN INK CARTRIDGE",414.7300,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"3YL82AE","HP 912XL MAGENTA INK CARTRIDGE",403.1300,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"3YL83AE","HP 912XL YELLOW INK CARTRIDGE",397.5100,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"3YL84AE","HP 912XL BLACK INK CARTRIDGE",836.0800,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"3YM60AE","HP 305 TRI-COLOR INK CARTRIDGE",253.9400,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"3YM61AE","HP 305 BLACK INK CARTRIDGE",265.5300,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"3YM62AE","HP 305XL BLACK INK CARTRIDGE",513.3300,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"3YM63AE","HP 305XL TRI-COLOR INK CARTRIDGE",451.1900,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"3YM74AE","HP 653 TRI-COLOR INK CARTRIDGE",290.9300,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"3YM75AE","HP 653 BLACK ORIGINAL INK CARTRIDGE",332.0000,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"400","GREY MULTI SOCKET CUBE WITH USB",236.0000,5.00,"LP","LIGHTNING PROTECTORS","MPLUG","SELECTRIX"
"400508","PORT BACKPACK CHICAGO 13.3/15.6 BK",848.0000,0.00,"NB","NOTEBOOK ACCESORIES","","PORT"
"400700","PORT TOPLOADING YOSEMITE 13-14"" ECO GY",530.6700,0.00,"NB","NOTEBOOK ACCESORIES","BPACK","PORT"
"400701","PORT TOPLOADING YOSEMITE 15.6"" ECO GYPOR",556.0000,0.00,"NB","NOTEBOOK ACCESORIES","","PORT"
"400702","PORT YOSEMITE ECO 13/14"" BACKPACK",604.1100,0.00,"NB","NOTEBOOK ACCESORIES","BPACK","PORT"
"400703","PORT YOSEMITE ECO XL 15.6"" GREY BACKPACK",741.3300,0.00,"NB","NOTEBOOK ACCESORIES","BPACK","PORT"
"40146807","EQUIP CABLE NET/W CAT6E UTP- 305M SOLI",15899.4500,0.00,"CAB","CABLES","CAT6","EQUIP"
"402-T","4 IN 1 KB COMBO RGB TRANPARENT/BLACK",458.3300,1.00,"COM","KEYBOARD & MOUSE COMBOS","","M-LINK"
"418","HIGH SURGE MULTI SOCKET ADAPTORS",190.4000,0.00,"LP","LIGHTNING PROTECTORS","SURGE","SELECTRIX"
"43P615","TCL 43P615 UHD ANDROID TV 43""",6110.0000,0.00,"MON","MONITORS/PROJECTORS","TV","TCL"
"43V35MN","TOSHIBA 43"" SMART TV",4123.7500,0.00,"MON","MONITORS/PROJECTORS","","TOSHIBA"
"4471C009AA","CANON MAXIFY GX7040 4 IN 1 A4 MFP MULTIF",12558.8200,0.00,"PR","PRINTERS","","CANON"
"450-18167","DELL 65W AC ADAPTOR WITH POWER CORD (KIT",476.4400,0.00,"NB","NOTEBOOK ACCESORIES","65W","DELL"
"450-AECN","DELL 65WATT 3 PIN AC ADAPTEWR WITH 6FT",1945.0000,0.00,"ADA","ADAPTORS","65W","DELL"
"450-BCBH","DELL 330W 7.4MM GAN SFF AC ADAPTER WITH",2812.5000,0.00,"NB","NOTEBOOK ACCESORIES","DELL","DELL"
"450.0E70B 0001","DC JACK FOR ACER SWIFT SF314",7090.9100,0.00,"AC","ACCESSORIES","CHRGR","ACER"
"4528C001AA","CANON GI-41 BLACK INK TANK",264.3600,0.00,"PRC","PRINTER CONSUMABLES","",""
"4544C001AA","CANON GI-41 MAGENTA INK TANK",186.1200,0.00,"PRC","PRINTER CONSUMABLES","",""
"45826378-PR OMO","HP NOTEBOOK PROBOOK 450 G10 15.6 INCH FH",21248.7500,0.00,"ONB","NOTEBOOKS & TABLETS","",""
"45AO5FE6-E2N566-SC","ASUS X515JA-1G LCD COVER ASSY",2864.4400,0.00,"NB","NOTEBOOK ACCESORIES","",""
"45WPD","USB-C WALL CHARGER 45W",171.4300,0.00,"PSU","POWER SUPPLY UNITS","",""
"460-BCQM","DELL PREMIER 15.6"" SLIM BACKPACK",1235.2000,0.00,"NB","NOTEBOOK ACCESORIES","","DELL"
"460-BDSS","DELL ECOLOOP ESSENTIAL BACKPACK 14 TO 16",414.3100,0.00,"NB","NOTEBOOK ACCESORIES","BACKP","DELL"
"461-10053","DELL KENSINGTON MICROSAVER TWIN LOCK - N",280.0000,0.00,"NB","NOTEBOOK ACCESORIES","LOCK","DELL"
"461-10185","DELL KENSINGTON DESKTOP PERIPHERAL LOCKI",280.0000,0.00,"NB","NOTEBOOK ACCESORIES","LOCK","DELL"
"4680C001AA","CANON GI-43 MAGENTA INK TANK",309.7200,0.00,"PRC","PRINTER CONSUMABLES","",""
"470-BCFW","DELL ADAPTER - USB-C TO HDMI 2.1",735.2000,0.00,"AC","ACCESSORIES","","DELL"
"470B","M-LINK 470B THERMAL LABEL PRINTER, DIREC",2312.5000,0.00,"PR","PRINTERS","PR","M-LINK"
"4711234105718","AC AIDATA KB CRYSTAL GEL W/REST B/G/P",316.6200,0.00,"AC","ACCESSORIES","MSPAD","OEM"
"488876-300-SC","BATTERY 3C 50WH 4.33AH LI",2560.0000,0.00,"NB","NOTEBOOK ACCESORIES","",""
"4897038372188","WHIZZY WIFI AND 3G WIRELESS REPEATER",486.4300,0.00,"NC","NETWORK DEVICES","ROUTER","MLINK"
"49B2U5900CH","PHILIPS MONITOR |CURVED 49 INCH|VA",19355.6400,0.00,"MON","MONITORS/PROJECTORS","49""","PHILIPS"
"4G03","TENDA ROUTER, 4G 300MBPS WI-FI",1006.8900,0.00,"MOD","MODEMS/ROUTERS","ROUTER","TENDA"
"4G03 PRO","TENDA ROUTER, 4G LTE N300 WI-FI",784.2000,0.00,"MOD","MODEMS/ROUTERS","LTE","TENDA"
"4G05","TENDA 4G05 N300 WI-FI 4G LTE ROUTER",791.6300,2.00,"MOD","MODEMS/ROUTERS","","TENDA"
"4G09","TENDA ROUTER, 4G/LTE WIFI AC1200 D/B",2248.3400,0.00,"MOD","MODEMS/ROUTERS","ROUTER","TENDA"
"4G180","TENDA MIFI ROUTER, 4G LTE 150MBPS WIFI",748.5400,0.00,"MOD","MODEMS/ROUTERS","ROUTER","TENDA"
"4GBDDR4D","4GB DDR4 DESKTOP RAM",495.5200,0.00,"MEM","MEMORY","DDR4D","MLINK"
"4IN1C","USB-C 4 IN 1 DOCK",212.6000,0.00,"HUB","HUBS/DOCS","","MLINK"
"4SIP-E","4 PORT SERIAL PCI-E CARD",657.1400,0.00,"NC","NETWORK DEVICES","LINK","MLINK"
"4V2M9C","MFP 4-IN-1 OFFICEJET PRO 9120",2365.8800,0.00,"PR","PRINTERS","","HP"
"4X60K17570","NVIDIA QUADRO K1200 4GB MINIDP X4 GRA CA",6057.6500,0.00,"GRA","GRAPHICS CARDS","GPU","NVIDIA"
"5.25ENC","EXTERNAL CHASSIS 5.25 INCH IDE",132.0000,0.00,"HDD","HARD DRIVES","5.25","OEM"
"501-B","MINI KEYBOARD RGB",148.1500,0.00,"COM","KEYBOARD & MOUSE COMBOS","","M-LINK"
"505-B","5 IN 1 RGB KEYBOARD COMBO",530.7700,0.00,"COM","KEYBOARD & MOUSE COMBOS","","M-LINK"
"5055261810887","TUFF-LUV UNI-VIEW 7-8"" UNIVERSAL TABLET",328.5000,0.00,"TAB","TABLETS","COVER","TUFF-LUV"
"50H98AA","HP UNIVERSAL USB-C MULTIPORT HUB",1147.6500,0.00,"ONB","NOTEBOOKS & TABLETS","","HP"
"50IQH8DSQ3CC","GTX1050TI 1 CLICK OC PCI-E 4GB GDDR5 128",2886.1100,0.00,"GRA","GRAPHICS CARDS","GPU","GALAX"
"570-ABHI","DELL MULTI DEVICE WIRELESS MOUSE - TITAN",904.6000,0.00,"MS","MOUSE","W_LESS","DELL"
"5794C001AA","CANON MC-G03 MAINTENANCE CARTRIDGE",451.4000,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"57A","SGA-1/2 RED TOP + HIGH SURGE",73.8200,8.00,"LP","LIGHTNING PROTECTORS","SURGE","SELECTRIX"
"580-AIWM","DELL KM7120W WIRELESS MULTI-DEVICE KEYBO",1522.1200,0.00,"COM","KEYBOARD & MOUSE COMBOS","","DELL"
"580-AJQJ","DELL PREMIER MULTI DEVICE WIRELESS KEYBO",1861.0100,0.00,"KB","KEYBOARDS","DELL","DELL"
"580-AKFZ","DELL WIRELESS KEYBOARD AND MOUSE KM3322W",443.6900,0.00,"COM","KEYBOARD & MOUSE COMBOS","",""
"5805C077AA","CANON INK-G3470 COLOUR A4 (3-IN-1) WHITE",3117.8700,0.00,"PR","PRINTERS","",""
"5807C026AA","CANON INK - G4470 COLOUR A4 (4-IN-1)",4956.1800,0.00,"PR","PRINTERS","",""
"588US3-V1-EU-BK-BP","ORICO HDD ENCL USB3.0 3.5 BK",515.3800,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","","ORICO"
"593","SGA-1+2 X 5A",21.5700,6.00,"AC","ACCESSORIES","","SELECTRIX"
"598","SGA-1R + 1 X 5A",17.6400,9.00,"AC","ACCESSORIES","","SELECTRIX"
"5989C028AA","G3430 COLOUR A4 (3-1) PURPLE",3153.1900,0.00,"PR","PRINTERS","TANK","CANON"
"5AR83B","HP DESKJET 2710 ALL-IN-ONE PRINTER",676.4700,0.00,"PR","PRINTERS","INK","HP"
"5B6R8ES","HP PROBOOK 450 G8 15.6-INCH HD LAPTOP",12062.5000,0.00,"ONB","NOTEBOOKS & TABLETS","","HP"
"5C10S30052","SATA HDD SSD CABLE",338.2200,6.00,"CAB","CABLES","LINK","MLINK"
"5CB1M48453","COVER LCD COVER C 82VG GREY NE",1723.3300,0.00,"AC","ACCESSORIES","",""
"5E2000IUSB","EATON 5E 2000VA USB 230V UPS",4044.0400,0.00,"UPS","UNITERRUPTED POWER SUPPLIES","",""
"5E2200UI","EATON 5E TOWER UPS",5131.9800,0.00,"UPS","UNITERRUPTED POWER SUPPLIES","","EATON"
"5E700UI","EATON 5E GEN2 UPS",1211.2500,0.00,"UPS","UNITERRUPTED POWER SUPPLIES","UPS","EATON"
"5ET37EA","HP 15 I5 7200U 4GB 1TB DVD R/W 15.6IN BL",8069.0400,0.00,"ONB","NOTEBOOKS & TABLETS","CI5",""
"5IN1DOCK","USB TYPE C 5 IN 1 DOCK",157.5300,0.00,"USB","USB DEVICES","DOCK","MLINK"
"5N206ES","HP 250 I3,4GB, 500GB HDD,WIN11P",7373.7500,0.00,"ONB","NOTEBOOKS & TABLETS","CI3","HP"
"601","MICROWORLD BLACK BACKPACK",154.0000,0.00,"NB","NOTEBOOK ACCESORIES","BPACK","MICROWORLD"
"604","SGA-USB2 ADAPTOR – 2X USB",82.4300,3.00,"LP","LIGHTNING PROTECTORS","ADA","SELECTRIX"
"604A","SGA-USB+C ADAPTOR – USB + TYPE C",145.6000,0.00,"LP","LIGHTNING PROTECTORS","MPLUG","SELECTRIX"
"605","SGA-SA-UK ADAPTOR",42.2400,9.00,"LP","LIGHTNING PROTECTORS","ADA","SELECTRIX"
"606","SGA-UNIV ADAPTOR – UNIVERSAL",37.9100,13.00,"LP","LIGHTNING PROTECTORS","ADA","SELECTRIX"
"607","HIGH SURGE PROTECTION PLUG TOP - RED",102.2600,5.00,"LP","LIGHTNING PROTECTORS","SURGE","SELECTRIX"
"6139U3-SA-CR-EP","ORICO 2.5/3.5 INCH TRANSPARENT HDD HARD",849.2300,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","","ORICO"
"625412","EQUIP CABLE, NET/W CAT6E PATCH 3M BEIGE",243.4500,0.00,"CAB","CABLES","","EQUIP"
"625414","EQUIP CABLE, NET/W CAT6E PATCH 5M BEIGE",271.5500,0.00,"CAB","CABLES","","EQUIP"
"625456","EQUIP CABLE NET/W CAT6E PATCH 10M BLACK",543.0900,0.00,"CAB","CABLES","","EQUIP"
"62F7KAT4SA","LENOVO 19.5"" IPS HDMI MONTIOR",1623.7500,0.00,"MON","MONITORS/PROJECTORS","19""","LENOVO"
"62KL19499OAFS21ENG","KASPERSKY TOTAL SECURITY CARD",125.0000,0.00,"SW","SOFTWARE","ANTI","KASPERSKY"
"650104","EQUIP BRACK TV 23""-42"" TILT SLIM WALL MT",273.4300,0.00,"BRA","BRACKETS FOR TV & MONITORS","42""","EQUIP"
"650117","EQUIP BRACK, DESK 13""-27"" ARTICULATING D",2804.9200,0.00,"BRA","BRACKETS FOR TV & MONITORS","27""","EQUIP"
"650121","EQUIP BRACK, DESK 13""-27"" 2 SCREEN",2673.8800,0.00,"BRA","BRACKETS FOR TV & MONITORS","27""","EQUIP"
"650151","EQUIP BRACK, DESK 13""-27"" ARTICULATING D",984.6800,0.00,"BRA","BRACKETS FOR TV & MONITORS","27""","EQUIP"
"650310","EQUIP BRACK TV 32""-55"" FIXED WALL MOUNT",404.6500,0.00,"BRA","BRACKETS FOR TV & MONITORS","55""","EQUIP"
"650311","EQUIP BRACK TV 32""-55"" TILT WALL MOUNT",362.5800,0.00,"BRA","BRACKETS FOR TV & MONITORS","55""","EQUIP"
"650315","EQUIP BRACK TV 32""-55"" ARTICULATING WALL",1066.5000,0.00,"BRA","BRACKETS FOR TV & MONITORS","55""","EQUIP"
"650401","EQUIP BRACK, TV 23""-42"" FIXED SLIM WALL",356.0000,0.00,"BRA","BRACKETS FOR TV & MONITORS","42""","EQUIP"
"650406","EQUIP BRACK, TV 23""-55"" PIVOTING WALL MT",593.2800,0.00,"BRA","BRACKETS FOR TV & MONITORS","","EQUIP"
"650703","EQUIP BRACK PROJECTOR CEILING WALL MOUNT",860.8800,0.00,"BRA","BRACKETS FOR TV & MONITORS","CEILIN","EQUIP"
"65S79U","MECER 65"" UHD 3840X2160 4K LED PANEL SMA",11062.5000,0.00,"MON","MONITORS/PROJECTORS","","MECER"
"6670C037AA","CANON TS3640 PIXMA A4 COLOUR 3-IN-1 INK",761.2800,0.00,"PR","PRINTERS","INK","CANON"
"671R3UT","HP USB-C 65W LAPTOP CHARGER",521.9900,0.00,"NB","NOTEBOOK ACCESORIES","65W","HP"
"6956202411721","BT KEYBOARD",200.0000,0.00,"KB","KEYBOARDS","","MLINK"
